ID,Orgname,City,Zip
1000010,Swedish Hospital,WOODSTOCK,60098
1000015,Relevation Research,CHICAGO,60661
1000018,Il School Dist 107,LA GRANGE HIGHLANDS,60525
100002,Freehand Hotel LLC,HIGHLAND PARK,60035
1000023,Korein Tillery Llc,CHICAGO,60614
100003,International Bank of Chicago,RIVER FOREST,60305
1000060,Celette North America,LOMBARD,60148
1000079,Lyft Inc,PARK RIDGE,60068
1000080,Giftsforyounow LLC,WOODRIDGE,60517
1000097,Lake Forest College,MOUNT PROSPECT,60056
1000136,True Value Mfg,CARY,60013
1000138,McDonald's Corp,DANVILLE,61832
1000139,Home State Bank,CHICAGO,60654
100014,Village Leadership Academy,CHICAGO,60614
1000141,Impact Networking LLC,LAKE ZURICH,60047
1000142,Dept of Human Services,CHICAGO,60660
1000160,Sotera Health,DEKALB,60115
1000162,Advocate Property Management,NAPERVILLE,60564
100017,Bielawski Law Group,EVANSTON,60201
1000175,Smithfield Foods,BLOOMINGTON,61701
100018,US Court of Appeals,GRANITE CITY,62040
100019,Point B,CHICAGO,60613
1000190,Quill.Com,CHICAGO,60622
1000195,Smithamundsen LLC,CHICAGO,60613
1000197,Preferred Hotels Group,SKOKIE,60077
1000203,Beazer Homes,CHICAGO,60622
1000213,Yello,CHICAGO,60614
100022,Bridge My Return,LAKE FOREST,60045
1000220,Yello,CHICAGO,60640
100023,Comed,MORRIS,60450
1000231,Howe Freightways,ROCKFORD,61107
1000233,Domino's Pizza,KEWANEE,61443
1000235,Franciscan Physician Network,PALOS HEIGHTS,60463
1000238,CMRJB Workers United,CHICAGO,60660
1000242,Barilla,LIBERTYVILLE,60048
1000245,Colectivo,CHICAGO,60622
1000246,Greystar,CHICAGO,60645
1000250,Affiliated Control,HAMPSHIRE,60140
1000253,Concordia University,CHICAGO,60615
1000259,Schnucks,BELLEVILLE,62226
1000260,Williamson County Programs on Aging,HERRIN,62948
1000264,Fisheries Biologist,OLNEY,62450
1000268,Graphic Design,OSWEGO,60543
1000271,Glrs,PAW PAW,61353
1000277,Charles Schwab Corp,PROSPECT HEIGHTS,60070
100028,Pete Buttigieg,HINSDALE,60521
1000281,Synchrony Financial,MORTON GROVE,60053
1000289,McGill University,CHICAGO,60631
1000295,Advocate Aurora Health                            ,PARK RIDGE,60068
1000298,Electrician,SANDWICH,60548
1000302,Lake County Sheriff's Dept,ANTIOCH,60002
1000303,Teamster Local 50,DE SOTO,62924
1000305,Self-Employed,ARLINGTON HEIGHTS,60004
1000311,Chicago Park District,CHICAGO,60640
1000321,Background Checks,BUFFALO GROVE,60089
1000327,Zayo Group,ROSELLE,60172
1000341,Canpango LLC,CHICAGO,60625
1000342,News Progress,SULLIVAN,61951
1000349,Kin+Carta,CHICAGO,60647
1000351,Southwest Airlines,CHICAGO,60629
1000352,Publicist,DOWNERS GROVE,60516
1000359,Dog Groomer,EVERGREEN PARK,60805
1000371,Sprout Social,CHICAGO,60640
1000374,Advocate Health Care,EVANSTON,60201
1000376,Soliant Consulting,CHICAGO,60660
1000384,Photographer,FRANKLIN PARK,60131
1000398,Goby Inc,CHICAGO,60608
1000399,Upton's Naturals,CHICAGO,60618
1000410,Wastebuilt,BOLINGBROOK,60440
1000413,Rcm Laboratories,HINSDALE,60521
1000414,Carle Foundation Hospital,LATHAM,62543
1000415,Ty Lin International,CHICAGO,60613
1000422,Nssed,HIGHLAND PARK,60035
1000424,Nielsen Co,CHICAGO,60606
1000425,Grand Geneva,HEBRON,60034
1000428,Bmm Transportation,PEORIA,61615
1000430,Champaign Unit 4 Sd,CHAMPAIGN,61821
1000439,Prarie Cardiovascular,SPRINGFIELD,62704
1000441,Mens Hairstylist,CHICAGO,60631
1000443,Costa Rica Experts,CHICAGO,60657
1000444,Best Chicago Properties,WILMETTE,60091
100045,Book Table,OAK PARK,60301
1000451,Wcia,DECATUR,62521
1000452,City of Peoria,PEORIA,61604
1000462,WM Huber Cabinet,OAK PARK,60301
1000463,Designory,CHICAGO,60618
1000467,Staywell,CHICAGO,60626
1000470,Foreign Academic Credential Services,EDWARDSVILLE,62025
1000472,Amber Mech,TINLEY PARK,60487
1000475,Jellyvision,CHICAGO,60645
1000478,Council Oak Montessori School,BLUE ISLAND,60406
1000481,Jewel-Osco,DARIEN,60561
1000499,Rush University Medical Center,CHICAGO,60625
1000500,Lbba,CHICAGO,60614
100051,Oakton Community College,SKOKIE,60076
1000516,Artist,ROCKFORD,61109
100052,Pro Legal Care LLC,ROSCOE,61073
1000523,Self-Employed,CHICAGO,60630
1000528,Pactiv,DOWNERS GROVE,60516
1000534,Hospital,CHICAGO,60653
1000537,Excavating Contractor,CARY,60013
100054,Depaul University,CHICAGO,60637
1000550,JPMorgan Chase & Co,CHICAGO,60613
1000555,Ifcj,WESTMONT,60559
100057,Rush University Medical Center,CHAMPAIGN,61821
1000576,Real Estate Broker,COLLINSVILLE,62234
1000578,Southern Resource Mgt,EL DORADO,62930
100058,King & Spalding,CHICAGO,60647
1000587,Blue Cross/Blue Shield of Illinois,HARRISBURG,62946
1000589,Talman Consultants,CHICAGO,60645
100059,Jl Woode Co,CHICAGO,60654
1000591,Mars Inc,CHICAGO,60642
100060,Zurich Insurance,CHICAGO,60616
1000604,Sears Holdings Corp,NAPERVILLE,60565
1000609,Rps205,ROCKFORD,61109
100061,Topco Assoc,INVERNESS,60010
1000631,Health Care Service Corp,RIVERSIDE,60546
1000632,Avant,CHICAGO,60613
1000638,Aitz Hayim Center,HIGHLAND PARK,60035
1000640,Feller Pharmacy,BYRON,61010
1000641,Artist,CHICAGO,60647
1000643,Mae Plastic Surgery,NORTHBROOK,60062
1000647,Meier,SAVANNA,61074
1000649,Hickory River Smokehouse,URBANA,61801
1000653,Becmar Sprinkler Systems,CRYSTAL LAKE,60012
100066,Sun Chemical,CLARENDON HILLS,60514
100067,Motorola Solutions,CHICAGO,60640
1000684,Pass Security,O'FALLON,62269
1000685,Hilton Worldwide,CHICAGO,60657
100070,Artisan Partners,CHICAGO,60614
1000709,University of Illinois,BURR RIDGE,60527
1000718,Acero Charter Schools,CHICAGO,60605
100073,Bookkeeper,CHICAGO,60660
1000731,State of Illinois,MANTENO,60950
1000743,Investor,NORTHBROOK,60062
100075,St Philip Lutheran Church,GLENVIEW,60025
1000758,Keystone Trading,BARTLETT,60103
1000759,Cook,DONGOLA,62926
100076,Consultant,WINFIELD,60190
1000765,Panduit Corp,TINLEY PARK,60477
1000769,Homemaker,AURORA,60505
100077,Enesco LLC,BARRINGTON,60010
1000770,Disability Claims Examiner,CHICAGO HEIGHTS,60411
1000771,Larson Engineering,CHICAGO,60647
1000778,Rush Copley Hospital,AURORA,60505
1000779,Rush Copley,AURORA,60505
100078,Self-Employed,WESTCHESTER,60154
100079,Bts-It Inc,PALATINE,60074
1000798,Uline Inc,WADSWORTH,60083
1000811,Dentist,WHEELING,60090
1000829,Dot Foods,GOLDEN,62339
100083,Jones Lang LaSalle,EVANSTON,60202
1000844,Sales,FAIRVIEW HEIGHTS,62208
1000846,Self-Employed,RIVERWOODS,60015
1000852,Cia Medical,CHICAGO,60654
1000862,All Temp Heating,WONDER LAKE,60013
1000873,Therapist,DECATUR,62521
1000883,Navy Gold,ANNAWAN,61234
100090,Designer,KANKAKEE,60901
1000945,McDonald,SCHAUMBURG,60173
1000947,PayPal Inc,CHICAGO,60607
1000951,Stock Auto Body,ALTON,62002
1000952,Photographer,NAPERVILLE,60540
1000953,Smith System,PLAINFIELD,60544
1000956,Apollo Window Cleaning,CHICAGO,60634
1000957,Tamari Law Group,CHICAGO,60625
1000975,Home Instead Senior Care,ELGIN,60123
1000986,Cicero Public School District 99,CICERO,60804
100099,AMLI Residential Properties Trust,CHICAGO,60630
1000994,Alpha Circuit,SCHAUMBURG,60193
1001003,Loeber Motors,LINCOLNWOOD,60712
1001007,Roosevelt University,ELMWOOD PARK,60707
1001016,Yokoyama & Assoc,CHICAGO,60615
1001048,Bfcc Us,SCHAUMBURG,60194
1001049,Autocar Truck,WILLOWBROOK,60527
1001050,Lutron Electronics,BATAVIA,60510
1001051,Canvas Specialist,DES PLAINES,60016
1001057,Parker,HOFFMAN ESTATES,60192
100106,United Way,CHICAGO,60645
1001071,United Stand,CHICAGO RIDGE,60415
1001073,Uncommon Ground,CHICAGO,60613
1001082,Roosvelt University,CHICAGO,60641
1001099,Able Engineering Services,ELMHURST,60126
100110,OpenText Corp,CHICAGO,60613
1001103,American Residential Services,CARPENTERSVILLE,60110
100111,Knapheide Mfg,QUINCY,62305
1001123,Astro Machine Corp,DES PLAINES,60016
1001126,Kraft Heinz Co,LAKE FOREST,60045
1001127,Marion Horizon Center,LUKIN,62489
100113,Kforce Inc,WHEELING,60090
1001144,Exelon Corp,GENEVA,60134
1001151,Feeding America,CHICAGO,60605
1001155,Lincoln Park Zoo,CHICAGO,60639
1001158,University of Chicago,CHICAGO,60630
100116,Ca Ventures,CHICAGO,60640
1001160,Access One,CHICAGO,60622
1001166,Bigtime Software,CHICAGO,60613
1001178,Chicago Transit Authority,CHICAGO,60638
100118,AT&T Inc,CHICAGO,60657
1001194,J&R Schugel,DEKALB,60115
1001198,Title Coordinator,DAHLGREN,62828
1001203,McCormick Place,CHICAGO,60617
1001209,Gone Flyin Aviation,GALENA,61036
1001211,Cleverbridge,LISLE,60532
100123,Homechef,CHICAGO,60626
1001233,Graphic Designer,CHICAGO,60647
1001234,Navistar International,CHICAGO,60661
1001235,Paragon (Security Consultants Group,GALESBURG,61401
1001249,Big Brown Box,CHICAGO,60614
100125,Siue,BELLEVILLE,62221
1001251,Nelson Laboratories,ITASCA,60143
100127,Columbia College Corp,CHICAGO,60660
1001275,US Army,ALEDO,61231
1001279,Homemaker,NAPERVILLE,60563
1001288,Design Consultant,EVANSTON,60202
1001296,Synacor Inc,SKOKIE,60076
1001298,Accenture,BUFFALO GROVE,60089
1001304,United Cerebral Palsy Seguin,CHICAGO,60638
1001310,Periodontist,PARK RIDGE,60068
1001311,Arconic Corp,PORT BYRON,61275
1001318,Barre District High School,ARLINGTON HEIGHTS,60005
1001319,Homemaker,SLEEPY HOLLOW,60118
1001324,Maintenance Contractor,EVANSTON,60204
100134,Teamup Sports,CHICAGO,60647
1001345,Walgreens,CHICAGO,60625
1001354,US Dept of the Treasury                 ,MOUNT PROSPECT,60056
1001356,Tmak Labs,WAUCONDA,60084
100136,US Government,MT PROSPECT,60056
1001360,Business Executive,NORTHBROOK,60062
1001361,Farmer,FRANKLIN GROVE,61031
1001369,Kai Design Build,BRIGHTON,62012
1001372,Self-Employed,MOUNT PROSPECT,60056
1001401,Consumer Law Group,CHICAGO,60647
1001403,Fulton County,LEWISTOWN,61542
1001409,Boone County Journal,ROCKFORD,61107
1001421,Village of Oak Park,LEMONT,60439
1001428,Deloitte LLP,LIBERTYVILLE,60048
100143,Lurie Children's Hospital of Chicago,EVANSTON,60201
1001441,Grant Thornton LLP,WHEATON,60189
1001443,Citadel,CHICAGO,60601
100147,Npd Group,CHICAGO,60647
100148,Romanucci & Blandin,PARK RIDGE,60068
100151,Perdoceo Education Corp,CRYSTAL LAKE,60014
100153,Petsmart Inc,SPRING VALLEY,61362
1001556,Illinois State Police,THOMPSONVILLE,62890
100157,North Clybourn Group,CHICAGO,60622
1001588,Hearthside Food Solutions,GENEVA,60134
100159,Demandjump,CARY,60013
1001590,Erikson,CHICAGO,60614
100160,Eurotech Inc,VERNON HILLS,60061
1001604,Athletico,OAK BROOK,60523
100161,Ade Inc,OAK PARK,60304
1001613,Entrepreneur,PARK RIDGE,60068
1001618,Independent Oil Producer,OLNEY,62450
100162,Nami Ccns,WILMETTE,60091
100163,State of Illinois,FAIRFIELD,62837
1001636,Peak6,CHICAGO,60647
1001649,Self-Employed,ROSCOE,61073
1001693,Indiania Home Professional Services,CHICAGO,60645
1001710,Teacher,NORMAL,61761
1001712,Triumph Group,BARRINGTON,60010
1001714,Loan Officer,CHICAGO,60622
1001715,Beam Suntory,CHICAGO,60611
1001716,Beam Suntory,GLENVIEW,60025
100172,Vcapital,CHICAGO,60601
1001722,Hlr Carlson Construction,LYNN CENTER,61262
100173,Investor,RIVER FOREST,60305
1001735,Waste Management Inc,HINSDALE,60521
1001741,Duchossios Industries,OAK BROOK,60523
100177,Showtime Networks,CHICAGO,60640
100178,Evanston-Skokie School District 65,ROUND LAKE BEACH,60073
1001795,Cardiac Surgeon,WOOD DALE,60191
1001797,Swift Technologies,MARENGO,60152
100181,Lee Street Mgmt LLC,CHICAGO,60626
100187,4seasons Global,WHEATON,60187
1001875,Et Simonds Construction Co,DE SOTO,62924
1001880,Homemaker,SPRINGFIELD,62702
1001891,Stats LLC,CHICAGO,60647
1001892,Thresholds Inc,CHICAGO,60630
1001894,Fox News Channel,CHICAGO,60643
100190,Pie Org,CHICAGO,60647
100197,Accenture,DES PLAINES,60016
1001976,Amb Roofing,JOHNSBURG,60051
1001998,Self-Employed,HIGHLAND,62249
1002011,Ctpf,CHICAGO,60660
1002013,Blomgren Assoc,YORKVILLE,60560
100202,Rlas116,LAKE VILLA,60046
1002025,Wellspring Personal Care,CHICAGO,60637
100203,Baker,HINSDALE,60521
1002032,Capital One Financial,CHICAGO,60613
1002048,Flingers Pizza Pub,BLOOMINGTON,61701
1002053,Student,SOUTH BARRINGTON,60010
100208,Kirkland & Ellis,OAK PARK,60302
1002082,University of Illinois,GLENCOE,60022
1002085,Department of Children & Family,DEKALB,60115
1002097,Ispu,CHICAGO,60657
1002108,Physician,CHARLESTON,61920
100211,Management,PARK RIDGE,60068
100212,State Farm Insurance,LEXINGTON,61753
1002120,CH Robinson Worldwide,CHICAGO,60625
1002137,Motorola Solutions,GENEVA,60134
100216,Sidley Austin LLP,CHICAGO,60642
1002163,Particle Measuring Systems Inc,RIVERSIDE,60546
100217,Mktg Agency,CHICAGO,60657
1002171,Phillips 66,JERSEYVILLE,62052
1002177,Equality Illinois,CHICAGO,60640
100218,WestRock Co,ROMEOVILLE,60446
1002181,Facebook Inc,CHICAGO,     
1002194,CITGO Petroleum,NEW LENOX,60451
1002198,NTN Bower,COLMAR,62367
100221,Artequity,AURORA,60506
1002218,Mimecast Ltd,CHICAGO,60657
1002219,Palos Health,OAK LAWN,60453
100225,Cedille Records,CHICAGO,60640
1002254,Leyden Dupage Counseling Services,INDIAN HEAD PARK,60525
100226,Attorney,DOWNERS GROVE,60515
100227,Administrator,CHICAGO,60613
1002282,Pepboys,BLUE ISLAND,60406
1002283,Points of Light Solutions,BURR RIDGE,60527
1002288,Regions,SWANSEA,62226
100231,Human Capital Research,EVANSTON,60202
1002319,J&I Communications Inc,CHICAGO,60614
1002321,IBM Corp,GLENVIEW,60025
1002326,Emiup Trucking,NILES,60714
1002329,Berkshire Investments LLC,CHICAGO,60611
1002332,G-Sports Corp,BLOOMINGTON,61704
1002335,Wiscon Corp,LAKE BLUFF,60044
1002339,Childcare Provider,MOLINE,61265
1002357,Buckley Llp,OAK PARK,60304
100236,Securities & Exchange Commission        ,DOWNERS GROVE,60516
1002363,Frontenac Co,CHICAGO,60610
100237,Gogo Inc,CHICAGO,60614
1002371,Pmc Co,NAPERVILLE,60565
1002374,Founder,CHICAGO,60611
1002375,Concrete Specialties,EVANSTON,60201
1002377,Fox Valley Orthopedics,NAPERVILLE,60565
1002378,Hornblower Cruises & Events,CHICAGO,60657
1002379,Cmb Regional Centers,CHICAGO,60613
1002381,Steiner Electric,NAPERVILLE,60565
1002388,Ford Motor Co,MONEE,60449
100239,Nielsen Co,WOODSTOCK,60098
100241,Agriculture,MASCOUTAH,62258
1002441,Salem Township Hospital,MT VERNON,62864
100246,County of Lake Il,GRAYSLAKE,60030
1002472,Marketing Coordinator,OAK BROOK,60523
1002478,Snowflake Computing,ELMHURST,60126
1002480,Cadence Premier,NAPERVILLE,60563
1002481,Idi Fabrication,HINSDALE,60521
1002482,Sunrise of Naperville North,NAPERVILLE,60563
1002483,Well Spring Clinical Assoc,NAPERVILLE,60540
1002484,Djr Trading,WILMETTE,60091
1002485,Haynes & Boone,GLEN ELLYN,60137
1002487,RR Donnelley & Sons,NAPERVILLE,60540
1002492,Chemical Bank,LAKE BLUFF,60044
100251,Cappex,CHICAGO,60616
1002531,Chicago Public Schools,SAINT CHARLES,60175
1002538,Shop Manager,NAPERVILLE,60565
1002541,Waukegan School Distrrict 60,RICHMOND,60071
1002544,US Dept of Defense,BELLEVILLE,62221
100255,Roger Baldwin Foundation of Aclu Of Illinois,CHICAGO,60640
100260,Real Estate Broker,HIGHLAND PARK,60035
100261,Political Consultant,WOODSTOCK,60098
1002612,Roadone,WILMINGTON,60481
1002615,Cong Bobby Schilling,MOLINE,61265
100262,Food Export Midwest,MUNDELEIN,60060
1002622,Blackhawk State Bank,ROCK ISLAND,61201
1002630,Chemical Bank                                     ,LAKE BLUFF,60044
1002636,Specialty Print Communications,NILES,60714
1002639,City of Brookfield Fire Dept,BROOKFIELD,60513
100264,Abbott Laboratories,CHICAGO,60642
1002642,Rrhj Inc,CHICAGO,60609
1002646,Facing History & Ourselves,CHICAGO,60615
100265,Flatts & Sharpe,EVANSTON,60202
1002665,Epic Games,MOUNT PROSPECT,60056
1002682,Cslbehring,LISLE,60532
1002693,St Xavier University,ADDISON,60101
1002694,Admiral Security Services,CHICAGO,60657
1002716,Chubb,SCHAUMBURG,60194
100273,Compass Lexecon LLC,CHICAGO,60618
1002732,AECOM Global,NORTH AURORA,60542
1002759,Medstar Ambulance,RED BUD,62278
1002762,Expertscm,NAPERVILLE,60564
1002773,Richards Electric Motor Co,QUINCY,62305
1002774,Oil Field Electric,GALATIA,62935
1002775,Auto Sales Repair,ATHENS,62613
1002778,Manager,CHICAGO,60642
100278,Prinova,ELGIN,60124
1002785,DXC Technology,GURNEE,60031
100280,Slalom,EVANSTON,60201
100282,Highland Solutions,CHICAGO,60613
1002822,Walgreens,AURORA,60505
1002836,Zest,HIGHLAND PARK,60035
1002839,Cfo Consultant,SAINT CHARLES,60175
100284,Gresham,CHICAGO,60610
1002851,Stericycle Inc,ELGIN,60124
100288,Horwitz Is A,CHICAGO,60614
100289,Depaul University,CHICAGO,60660
1002909,JPMorgan Chase & Co,CHICAGO,60637
1002912,Perritt Capital,CHICAGO,60611
1002913,Latham & Watkins,HIGHLAND PARK,60035
100292,Northwestern Memorial Healthcare,CHICAGO,60611
1002928,Edward's Engineering,MARENGO,60152
1002934,Citadel,CHICAGO,60647
1002935,Entrepreneur,WINNETKA,60093
1002951,Cognizant Technology Solutions,CHICAGO,60647
1002952,Kineo Group,CHICAGO,60622
1002961,Retail Employee,DECATUR,62522
1002965,IBM Corp,EVANSTON,60201
100298,Nielsen Co,ELGIN,60120
1002997,Lobbyist,SPRINGFIELD,62704
1002998,Explorance,WESTERN SPRINGS,60558
1003001,Zebra Technologies,LINCOLNSHIRE,60069
1003002,Cabot Microelectronics,CHICAGO,60661
1003004,Northwestern Medicine,CHICAGO,60617
1003005,Farm,SYCAMORE,60178
1003007,Pace Suburban Bus,ELGIN,60120
1003036,Care Provider,FREEPORT,61032
1003038,Sky West Airlines,PARK RIDGE,60068
1003047,Self-Employed,RICHMOND,60071
100305,Foursquare Labs,NORTHBROOK,60062
1003052,US Military/Us Army,CRYSTAL LAKE,60014
1003056,Loyola University Chicago,CHICAGO,60634
1003063,Zen Priest Author Professor,CHICAGO,60625
1003066,Dog Walker,CHICAGO,60626
1003067,Bryn Mawr Communications,VILLA PARK,60181
1003068,Escape Game,CHICAGO,60626
1003074,Guaranteed Rate,CHICAGO,60618
1003076,Sears Holdings Corp,MOUNT CARROLL,61053
100308,Exelon Utilities,WHEATON,60189
1003088,University of Virginia,CHICAGO,60615
1003090,Db Sterlin,CHICAGO,60622
1003099,Little Caesars,PLANO,60545
100310,Turbonomic,NAPERVILLE,60564
1003106,Steelseries Aps,CHICAGO,60661
100311,Psychiatrist,WILMETTE,60091
1003111,Black & Veatch,CHICAGO,60647
1003112,Hshs,TROY,62294
1003118,Getty Images,CHICAGO,60622
100312,Relish Works,CHICAGO,60647
1003136,Meijer Inc,HOMER GLEN,60491
1003137,Bcg Attorney Search,BERWYN,60402
1003141,Une Annee Brewery,CHICAGO,60622
1003144,Higi,CHICAGO,60657
1003145,Dept of Rehabilitation Services,GREENUP,62428
100315,Fermilab,BATAVIA,60510
1003151,Sterling Organization,OAK PARK,60301
1003158,Waubonsee Community College,SYCAMORE,60178
1003159,Mariano's,HOMER GLEN,60491
100316,Gallagher Asphalt,HOMEWOOD,60430
1003166,Portillos,ROCKFORD,61104
1003170,Artist,MOLINE,61265
1003214,Manager Representative,LOMBARD,60148
1003215,International Brotherhood of Electrical Workers,OKAWVILLE,62271
1003222,Mary's Market,ROSCOE,61073
1003231,Il State Police,SPRINGFIELD,62704
1003234,Jl Lawrence & Co Dental Lab,MATTOON,61938
1003239,DSA Inc,BARRINGTON,60010
1003242,Next,CHICAGO,60613
1003251,Retired United Airlines,SCHAUMBURG,60194
1003252,True Value Co,LAKE IN THE HILLS,60156
1003254,Lakezurich,BUFFALO GROVE,60089
1003269,Artist & Gallerist,CHICAGO,60611
1003279,Zacks Investment Research,CHICAGO,60622
1003287,Galen Healthcare Solutions,PARK RIDGE,60068
1003292,Randall Ind,LOMBARD,60148
1003296,Absolute Computers,GALESBURG,61401
1003307,Self-Employed,CHICAGO,60634
100334,Rxit Software,ANTIOCH,60002
1003341,Teacher,CHICAGO,60647
1003350,Blistex Inc,BURR RIDGE,60527
1003351,Atlas Stationers,CHICAGO,60647
1003352,Rockford Public Schools,WINNEBAGO,61088
1003361,Illinois Tech,EVANSTON,60202
1003375,Eddies Landscaping,CLARE,60111
100340,Schiff Hardin Llp,CHICAGO,60616
100341,Independent Sales Representative,CHICAGO,60640
1003422,State of Illinois,SHERMAN,62684
1003430,J&J Ventures,EFFINGHAM,62401
1003431,Pielet Brothers Trading,MORTON,61550
1003434,Accountant,BLOOMINGTON,61701
1003443,Painter,CHICAGO,60646
100345,Marsh USA,CHICAGO,60613
1003459,President,QUINCY,62305
100346,Attorney,GENEVA,60134
1003460,St Margarets Health,TISKILWA,61368
100347,Fermi National Accelerator Laboratory,CHICAGO,60622
1003487,[24I Contribution],CLARENDON HILLS,60514
1003488,Chowly Inc,CHICAGO,60640
100349,Monmouth Il Police Dept,GALESBURG,61401
1003495,Winfield School District 34,SAINT CHARLES,60174
1003503,Ratio,CHICAGO,60615
1003506,Peter B Dragisic MD,CLARENDON HILLS,60514
100352,Idhr,CHICAGO,60643
100354,Carle Richland Memorial Hospital,NOBLE,62868
1003558,Polycon Inc,CALUMET CITY,60409
1003559,Comcast Corp,LOMBARD,60148
1003560,Origin Ventures,CHICAGO,60647
1003565,St Louis Community College,EDWARDSVILLE,62025
1003567,Franchise-4-Success Inc,MCHENRY,60050
1003569,Goodwill,LOMBARD,60148
1003579,Bricklayer,BRIGHTON,62012
1003591,Health Care Service Corp,GLENVIEW,60026
1003593,Gulfstream Corp,COLLINSVILLE,62234
1003594,Farmer,POCAHONTAS,62275
1003601,[24I Contribution],PALOS PARK,60464
100361,KPMG LLP,ORLAND PARK,60462
1003615,All Types Elevators,RIVER GROVE,60171
1003616,IBU Inc,WAUCONDA,60084
1003620,Warady & Davis Llp,SKOKIE,60076
1003626,Wells Fargo,SPRINGFIELD,62712
1003627,State Farm Insurance,WESTCHESTER,60154
1003640,Golf Visioninc,WONDER LAKE,60097
1003641,Jupiter's,MAHOMET,61853
1003645,Two Sigma,VERNON HILLS,60061
1003648,Elmhurst College,LISLE,60532
1003651,Agricultural Seed Sales,GRANTSBURG,62943
100367,M2 Communications,EVANSTON,60201
1003693,Lakeland Plastic,MUNDELEIN,60060
100370,Stephenson County Illinois,FREEPORT,61032
1003712,Usg Corp,CHICAGO,60654
100372,Writer,TINLEY PARK,60487
1003720,Richard Wolf Medical Instruments,LAKE VILLA,60046
1003728,Regional Economist,CHICAGO,60657
1003739,Ernst & Young,CHICAGO,60646
1003740,Bridge Advisors,CHICAGO,60657
1003741,Moda Gentics,CHICAGO,60641
1003772,Suburban Lung Assoc Sc,DOWNERS GROVE,60515
100378,Optimum Card Solutions,HINSDALE,60521
1003787,Farmer,GREENFIELD,62044
1003789,Resale,CHICAGO,60660
100379,Adler University,CHICAGO,60613
1003798,Shirley Ryan AbilityLab,EVANSTON,60203
100380,Aldi,BATAVIA,60510
1003805,John D & Catherine T Macarthur Fdn,CHICAGO,60614
1003806,1871 Chicago,CHICAGO,60640
1003807,Microsoft Corp,CHICAGO,60614
1003811,St Thomas Episcopal Church,ROCKFORD,61107
1003821,Spencer Stuart,LONG GROVE,60047
1003827,US Army,POPLAR GROVE,61065
1003854,Caterpillar Inc,WARRENVILLE,60555
1003855,Office of the Chief Judge,CHICAGO,60634
1003856,Office of Chief Judge Circuit Court Of,CHICAGO,60634
1003857,Veritiv Corp,VILLA PARK,60181
100386,Child Care,CHICAGO,60618
1003860,Siegel & Callahan,CHICAGO,60606
1003864,Weeds Tavern,CHICAGO,60618
1003871,Howard Brown Health,SKOKIE,60076
1003875,Schmidt Salzman & Moran,CHICAGO,60647
1003878,Paylease,CHICAGO,60643
100394,Sd 29,CHICAGO,60640
100395,Imaginary Landscape LLC,WILMETTE,60091
1003954,Rajafoods,LINCOLNWOOD,60712
100396,Farm & Home Supply,SPRINGFIELD,62707
1003966,Morgan Stanley,OAK PARK,60304
1003967,Lbs Inc,CHICAGO,60606
1003969,AAR Corp,CHICAGO,60605
1003974,Schiff Hardin Llp,WINNETKA,60093
1003975,Brooklyn Boulders,CHICAGO,60608
1003983,Meals on Wheels Chicago,CHICAGO,60660
1003994,Alliant,CHICAGO,60618
1004015,Ui Labs,CHICAGO,60647
1004045,Real Estate,HIGHLAND PARK,60035
1004049,Winston & Strawn,CHICAGO,60618
100405,Docusign,CHICAGO,60614
1004052,Ventas Inc,CHICAGO,60642
1004053,Thompson Coburn Llp,CHICAGO,60618
1004054,Geosynchronous Consultants,CHICAGO,60626
1004057,Wssra,ELMWOOD PARK,60707
100407,Theatrical Lighting Designer,ORLAND PARK,60462
1004081,Ui Health,CHICAGO,60613
1004083,Fauske & Assoc LLC,LISLE,60532
1004086,Cook County Highway Dept,CHICAGO,60622
1004088,Video Parachute,CHICAGO,60639
1004092,Goldman Products,CARY,60013
1004093,National Louis University,EVANSTON,60202
1004099,Nikuni America,WESTCHESTER,60154
1004100,Cicero District 99,CICERO,60804
1004102,Physician,ORLAND PARK,60467
100414,Metropolitan Water Reclamation District,CHICAGO,60660
100415,Hartstein & Assoc,NORTHBROOK,60062
1004189,Chicago Architecture Center,CHICAGO,60607
1004190,Glgh,CHICAGO,60601
1004203,Doit,SPRINGFIELD,62704
100421,Attorney,CHICAGO,60616
1004226,Rand McNally,STREAMWOOD,60107
1004233,High School,COUNTRYSIDE,60525
1004251,Rise,CHICAGO,60613
1004254,Rise Interactive,CHICAGO,60613
100428,Orbital Transports,CHICAGO,60613
100429,Xr Trading,CHICAGO,60616
1004299,Open Robotics,NILES,60714
1004343,Northwestern University Law School,CHICAGO,60611
1004344,McLean Co Unit District 5,BLOOMINGTON,61705
1004351,Fun Home Tour,CHICAGO,60634
1004372,Occsd #90,MILLSTADT,62260
1004394,US Postal Service,DECATUR,62524
1004412,Nthrive Corp,COLLINSVILLE,62234
1004418,Real Estate Investor,RIVER FOREST,60305
1004462,University of Chicago Medicine,CHICAGO,60615
100448,St Catherine Hospital,SKOKIE,60076
1004484,Romanucci & Blandin,GLENVIEW,60026
100451,Alice & Wonder,CHICAGO,60614
100452,340B Consulting LLC,MAHOMET,61853
1004522,Hale Law,CHICAGO,60604
100454,Honeywell International,CHICAGO,60657
1004547,Northwest Indiana Special Education Co,CHICAGO,60654
1004549,Cooney & Conway,CHICAGO,60614
